geopolitical_disruption,supplier_financial_health,supplier_distance,supplier_risk_score,po_cycle_time,lead_time_variability,safety_stock_held,raw_material_delay,production_schedule_instability,inventory_holding_cost
0.2892553485019472,0.8738432981502858,2179.734377102714,19.11683449770711,15.094487078651076,14.508407095136251,267.20761305949827,2.7476007958879887,13.19905703425827,23.05259034786404
0.19279249293882794,0.6839201331858243,915.7190169568034,37.9288004603371,12.41485443832454,10.769834282326416,191.92138664021797,2.923763212839588,21.378210102546497,14.480549899849816
0.16030368646385548,0.730787391799225,86.37268840456555,33.06655639133052,17.410054310606387,9.031105971849355,191.77919272740772,2.1964483667256536,14.835756374304315,16.264497475674577
0.28181310482411503,0.6613767722959659,2011.7650920425162,36.181404830028846,19.46537969637955,17.763502076280172,329.6916155691286,2.505796989887159,10.952396624968049,14.49193409861558
0.21324203935124042,0.4637549951703971,550.1165327786516,50.71033649511129,12.858811481187383,9.677761252051516,196.940163739577,1.0323317894526725,11.396917801196786,11.983416798413117
0.09191476994658507,0.7417315460934295,372.7674188911099,30.46932553037558,16.194395697850098,7.18891534546543,143.77438017737165,0.2761077761434906,7.538861379808827,3.525689788026096
0.43549886342390703,0.709960339205833,2225.818371172931,40.08911989781626,22.426873448196634,19.223149160879714,345.8370184779405,2.856125870097302,12.058428572596055,19.49388159974408
0.3732988869724658,0.7774370281737107,949.1954661065585,25.93734837420731,18.997293956193246,13.321867521207315,239.30708686047274,1.3473627406774942,13.8286675599529,12.429484085538318
0.10765907008081015,0.7098515569667243,2882.257854310692,27.76570853351938,14.305710484972238,17.812048882643914,315.71581430292275,1.4520406066361278,14.169615702033171,10.426573127150807
0.2410746998080123,0.5506570817296016,1065.0950569728961,47.348697589666614,16.798082117229647,11.384556355513098,224.5595760831978,1.6939590312276565,11.149805425421501,18.917760794844853
0.4618458960327145,0.9072603706418358,504.6036203545896,7.051864935049451,20.057792317762008,10.763883871635493,203.510922748227,1.5934465112820644,16.05238311231019,12.84717728108015
0.14860297398709185,0.6122796949271114,510.07834497451233,41.22595758373272,10.266656916188943,8.408656342216428,159.20032247947674,2.13345177386308,7.7708282766741075,13.188564994703363
0.0833979492075585,0.6071510652495078,944.3341160487811,38.92930844715037,10.311130074638314,10.004084270984103,198.37948984118952,0.37345465827598423,10.302095697223612,8.091354483457884
0.3022897152098947,0.6521995864203064,558.1906715140552,41.430499144669604,17.56563848951768,10.670014803355771,209.3382299079052,2.2956288658124344,13.257634501295982,18.634546023107994
0.20065065496749435,0.5490427540711468,1356.343650158882,46.256062144072175,14.332056304170946,14.599214869667485,260.3057391123951,2.3281380348334983,9.703936030651665,15.603676554048613
0.11552093463724232,0.6273962973410855,784.644240515832,44.13981160961337,11.44816438563797,9.294179459452854,181.4522903799751,0.9925842564378713,6.052727418023441,11.248973921465279
0.5349314763198155,0.9115972797804238,2717.3150143901844,25.079854653062853,25.313282616803175,22.564927733420877,395.45352466971394,1.9577509330636786,18.62654694591486,10.617892811388046
0.04102813529420183,0.7253835044259818,578.0444565978123,28.709547705775304,8.944810612056319,6.482260817940558,146.04712944061362,0.0,2.283753068811516,6.987218663833277
0.4103556534954927,0.7995221132855397,1166.5864421476292,18.81983241808252,22.03370929242861,12.308614372666757,229.7198426918344,0.17998894423676637,4.030900927420031,11.18164653381617
