machine_downtime,demand_volatility,material_delay,sales_order_quantity,production_schedule_stability,production_volume,factory_issues,vehicle_fill_rate,delivery_to_distributor
3.50398766593334,0.4517265755448595,5.641089655623406,290.6619246562114,67.19012159219169,729.3461628314433,22.75590531211633,0.7094284406906702,5.046042253389715
2.6847240920239295,0.6247644605638836,3.4140271842617653,154.59965600822295,70.14399180253035,731.9957738479892,25.233622007571967,0.716684188581933,5.659913362523178
2.22375493258174,0.5911162575756493,1.8524515996269377,445.063990028981,77.93310851131568,875.117202873387,9.693296846466524,0.7986968518678526,2.4044320382347637
3.698527179089187,0.6163883324195697,1.9914838462090283,455.40980648019877,72.06773974517098,811.7752408416404,24.390495679068767,0.7916865695514145,2.8073990303273275
2.1350691927196572,0.7191947349369203,4.19151187322625,232.21945786548542,63.84118397074004,684.9959372675455,16.828767268878458,0.6991966028815898,2.151930889351145
5.3393056128048295,0.6918087982959484,8.098723876460745,964.6820854641092,69.85500898005066,664.6356807663487,29.05119737434801,0.6759023994130564,4.858259499390943
3.8528138693425538,0.14251502199614147,1.3382802921866044,475.8340667477706,78.68421791053879,945.5252081356327,5.609543481446455,0.9342052534021437,0.789687183467633
3.4060663561509186,0.11007407786268092,1.0045285290237826,379.9046586398892,76.65173263723638,823.1034564765591,3.3289541403972223,0.8066976404844078,0.8331945117095729
0.701303737646596,0.7875524932918054,6.93284069328452,346.0464767304875,73.94849563728357,590.844845718977,21.49900776043854,0.6365458004198579,3.6941076237066466
0.28144760790579315,0.8239004215504966,4.985614311997845,527.5943860648374,70.41448433001855,622.7802849796506,19.64754485731889,0.7328509317438461,3.4873879196878255
0.7899781441814323,0.37090535611008674,3.3225743204652085,610.9666338784416,80.43625181725834,739.3594338419738,14.39519442562861,0.7153787003001897,3.716704526956791
4.032898677650939,0.288133724647301,0.7089322253115592,359.32030468971925,72.4993396210475,894.0088170047688,21.880997121455827,0.8346287578696379,3.011869666172601
3.3451795799240625,0.08146728519341052,5.788587954144719,952.7226262518496,82.53331141155594,728.1044444739485,12.058589069526134,0.7306571392054257,2.5110619178645006
0.5145779218438098,0.33129517813964177,0.6851274139897388,289.61453465354055,82.65487371130958,925.1065553281044,6.696212204815567,0.8257228514066209,2.3831793179354634
3.9975157675340123,0.395076224624731,5.121160452314468,200.60390838346137,64.3450223085816,688.9779332738063,26.25723693615864,0.6932148268042981,3.684090349634768
1.4788518151459686,0.7045524229547894,2.3288326844182348,164.41201107163286,75.72255811602089,690.7364799886416,19.13164002905152,0.716771996780994,2.1569545016057283
1.4812297363383973,0.12033556754400547,2.8963238626312906,213.79872291075728,84.91526269677347,834.4686078945626,13.590302091405789,0.7300791687007343,2.0783779824154345
7.219052770705225,0.26774234694470345,2.055550861858466,251.52649587928158,72.90676447742737,930.0986109470518,31.187148999628533,0.8376376240096889,3.820434269312119
3.1503782674960603,0.6638737838830064,1.3727683743718782,226.87099289796157,71.78835924568908,764.5262441099551,15.225452714297493,0.7689957200624115,2.4614971425489816
3.710771376398359,0.15793566300997702,2.0264798238175383,197.29880872121245,83.17451592357538,932.2204208294911,12.190536989635797,0.8708628160933404,1.6501309065503686
3.752565286979182,0.9002662287348434,4.176347661467332,393.55571897879645,62.2393592855895,725.3714151213726,29.87660800762348,0.7478050733568564,4.705464204876005
0.4993771062153993,0.8071755378266053,0.3281242167779293,122.02956514154044,80.08992002032183,839.3260242945805,11.186134109353487,0.9141783999384466,2.460793213793356
3.9011715315911144,0.35418133481201836,0.7547637380911913,113.93459092291205,72.80850252808595,935.2527156339696,11.659143559505116,0.8913439261540851,1.1975156071547288
14.807222324572347,0.6930688303318882,4.56681661518483,278.83268676535016,28.173245959293027,668.9651948749046,46.78677046309538,0.6927905480971428,5.221281457969544
0.874712033209621,0.7515593448292358,3.4272918511702857,228.22595608355792,75.43092438904995,726.5299595906437,23.74760083332978,0.7283813563622411,2.102631045097212
5.720987946315566,0.7644880999323106,8.74640817372906,159.05228044491605,44.71157222058812,474.84987631619657,37.0436305786718,0.5830722260986946,4.3859010750656005
6.212010962264552,0.5244095310948138,0.9153324782495071,748.8127196911829,61.403442129728994,912.5497884750898,30.78274202795886,0.866647986911258,4.847109598211269
